,text,airline_sentiment_score
196,pasar,-1
197,fiestas,-1
198,podra,-1
199,comer,-1
200,puede,-1
201,ofrecer,-1
202,pues,0
203,sabes,0
204,iberia,0
205,billete,0
206,cerrado,0
207,iberia,-1
208,perdio,-1
209,maleta,-1
210,hace,-1
211,dias,-1
212,medicamentos,-1
213,adentro,-1
214,buenos,1
215,tiempos,1
216,b,1
217,avion,1
218,excelencia,1
219,volveremos,1
220,verlo,1
221,nuevo,1
222,ib,1
223,vergonzoso,-1
224,cancela,-1
225,vuelo,-1
226,chicagomadrid,-1
227,diciembre,-1
228,si,-1
229,viajamos,-1
230,par,-1
231,dicho,-1
232,ryanair,-1
233,actuado,-1
234,bi,-1
235,black,0
236,friday,0
237,tambien,0
238,iberia,0
239,pues,-1
240,tan,-1
241,desagradable,-1
242,gastaria,-1
243,dinero,-1
244,iberia,-1
245,pasajero,-1
246,sale,-1
247,puerta,-1
248,emergencia,-1
249,avion,-1
250,ryanair,-1
251,cansado,-1
252,esperar,-1
253,mas,-1
254,hora,-1
255,jajajajajja,0
256,llevate,0
257,pasaporte,0
258,tambien,0
259,lu,0
260,ayudas,0
261,difundir,0
262,favor,0
263,volado,0
264,vuelos,0
265,niki,0
266,operaba,0
267,air,0
268,berlin,0
269,habia,0
270,colaboracion,0
271,estre,0
272,atiende,-1
273,reclamaciones,-1
274,indemnizacion,-1
275,retraso,-1
276,superior,-1
277,tres,-1
278,horas,-1
279,pesar,-1
280,saber,-1
281,consta,-1
282,verguenza,-1
283,suena,1
284,hace,1
285,tiempo,1
286,llevo,1
287,barca,1
288,prat,1
289,amistoso,1
290,golfo,1
291,calera,0
292,iberia,0
293,apoya,0
294,tas,0
295,descenso,0
296,colista,0
297,transicion,0
298,promedio,0
299,ahora,0
300,mil,1
301,gracias,1
302,luis,1
303,placer,1
304,viajar,1
305,ryanair,1
306,nueva,1
307,politica,1
308,equipajes,1
309,ryanair,1
310,entrara,1
311,vigor,1
312,proximo,1
313,mes,1
314,hola,1
315,hecho,1
316,check,1
317,in,1
318,app,1
319,despues,1
320,meses,1
321,experiencia,1
322,sido,1
323,brutalmente,1
324,buena,1
325,hola,-1
326,vuelo,-1
327,vienamadrid,-1
328,va,-1
329,salir,-1
330,minutos,-1
331,retraso,-1
332,gracias,-1
333,billete,-1
334,ahorrar,1
335,sobrevalorado,1
336,ryanair,1
337,poniendo,1
338,ojitos,1
339,siento,-1
340,estafado,-1
341,deberian,-1
342,quitarles,-1
343,licencia,-1
344,companias,-1
345,mas,-1
346,serias,-1
347,ocupen,-1
348,lugar,-1
349,ryanair,-1
350,pide,-1
351,pilotos,-1
352,abandonen,-1
353,planes,-1
354,huelga,-1
355,puse,-1
356,reclamacion,-1
357,vez,-1
358,metio,-1
359,avion,-1
360,parecia,-1
361,primera,-1
362,guerra,-1
363,mundial,-1
364,felicitaciones,1
365,buen,1
366,despegue,1
367,veces,1
368,veo,1
369,spotters,1
370,zona,1
371,felices,1
372,fiestas,1
373,pena,1
374,venezolanos,1
375,podamos,1
376,volar,1
377,ustedes,1
378,experiencia,1
379,siempre,1
380,antonio,0
381,baldellou,0
382,nuevo,0
383,director,0
384,instalaciones,0
385,existentes,0
386,modernizaciones,0
387,schindler,0
388,iberia,0
389,recursos,0
390,huma,0
391,iberia,0
392,tripulante,0
393,cabina,0
394,pasajeros,0
395,primer,-1
396,vuelo,-1
397,vida,-1
398,perdido,-1
399,gracias,-1
400,ayuda,-1
401,worstflightcompany,-1
402,hoy,0
403,iberia,0
404,cumple,0
405,anos,0
406,primer,0
407,vuelo,0
408,felicidades,0
409,avgeek,0
410,pasionporlaaviacion,0
411,ryanair,-1
412,guarretes,-1
413,jajaja,-1
414,volaba,-1
415,cn,-1
416,aunque,-1
417,pagaran,-1
418,via,-1
419,iberia,0
420,ampliara,0
421,vuelos,0
422,semanales,0
423,buenos,0
424,aires,0
425,dos,0
426,asientos,0
427,juntos,0
428,pueden,0
429,explicarme,0
430,si,0
431,nueva,0
432,politica,0
433,iberia,0
434,fidelizar,0
435,clientes,0
436,si,0
437,puedo,0
438,arreglarlo,0
439,gracias,0
440,gracias,1
441,regalazo,1
442,navidad,1
443,upgrade,1
444,business,1
445,vuelo,1
446,horas,1
447,precio,1
448,idoya,0
449,esperemos,0
450,menos,0
451,ponen,0
452,parte,0
453,solucionarlo,0
454,buenas,1
455,noche,1
456,pues,-1
457,menudo,-1
458,timo,-1
459,verguenza,-1
460,dentro,-1
461,malo,-1
462,quedo,-1
463,aeropuerto,-1
464,maneja,-1
465,idioma,-1
466,puedas,-1
467,abrazar,-1
468,pronto,-1
469,ryanair,-1
470,united,-1
471,peores,-1
472,aerolineas,-1
473,segun,-1
474,consultora,-1
475,brintanica,-1
476,which,-1
477,mejor,0
478,iberia,0
479,habia,0
480,pasado,0
481,arrechera,0
482,aa,0
483,bello,0
484,salvador,0
485,diputados,0
486,abren,0
487,espacio,0
488,aereo,0
489,aerolineas,0
490,ryanair,0
491,mira,0
492,precios,0
493,madrid,0
494,ale,-1
495,gatwick,-1
496,iberia,-1
497,panda,-1
498,inutiles,-1
499,redomados,-1
500,viaje,1
501,semana,1
502,pasada,1
503,san,1
504,francisco,1
505,sirvio,1
506,subir,1
507,categoria,1
508,plus,1
509,manana,1
510,maleta,1
511,extra,1
512,reclama,0
513,billete,0
514,seguro,0
515,madre,-1
516,mia,-1
517,mana,-1
518,gilipollas,-1
519,dios,-1
520,mio,-1
521,hablando,-1
522,asi,-1
523,ingles,-1
524,parece,-1
525,azafatas,-1
526,iberia,-1
527,iberia,1
528,regala,1
529,smartphones,1
530,pasajeros,1
531,vuelo,1
532,chispa,1
533,revista,1
534,turismo,1
535,hoy,-1
536,aeropuerto,-1
537,ventana,-1
538,nadie,-1
539,sabia,-1
540,vuelos,-1
541,h,-1
542,hacemos,1
543,alcanzable,1
544,inalcanzable,1
545,ryanair,1
546,esperan,-1
547,renfe,-1
548,iberia,-1
549,suspender,-1
550,todas,-1
551,relaciones,-1
552,transporte,-1
553,cataluna,-1
554,exceso,1
555,malo,1
556,menos,1
557,viajar,1
558,holaeuropa,1
559,bienvenidos,1
560,quiero,1
561,disfrutar,1
562,ustedes,1
563,exper,1
564,pilotos,0
565,ryanair,0
566,alemania,0
567,haran,0
568,huelga,0
569,viernes,0
570,primera,0
571,historia,0
572,aerolinea,0
573,via,0
574,hoy,0
575,cumplen,0
576,anos,0
577,primer,0
578,vuelo,0
579,via,0
580,aniversario,0
581,claro,-1
582,ryanair,-1
583,q,-1
584,decian,-1
585,q,-1
586,iban,-1
587,pie,-1
588,resulta,-1
589,q,-1
590,cia,-1
591,q,-1
592,asco,1
593,tenia,1
594,hace,1
595,anos,1
596,hoy,1
597,siendo,1
598,smooth,1
599,haran,1
600,cambiar,1
601,opinion,1
602,dhl,1
603,coge,1
604,toro,1
605,tecnologia,1
606,cuernos,1
607,pues,-1
608,vale,-1
609,molt,-1
610,be,-1
611,pues,-1
612,adios,-1
613,recibo,-1
614,mail,-1
615,resumen,-1
616,tarjeta,-1
617,cinco,-1
618,horas,-1
619,wifi,-1
620,gracias,-1
621,iberia,-1
622,fijate,-1
623,pasa,-1
624,ruta,-1
625,aa,-1
626,deja,-1
627,hacer,-1
628,bcn,-1
629,ocupacion,-1
630,iberia,-1
631,beneficiada,-1
632,the,-1
633,latest,-1
634,australiner,-1
635,diario,-1
636,airbus,-1
637,iberia,-1
638,semanam,-1
639,puto,-1
640,ryanair,-1
641,vuelo,-1
642,cancelan,-1
643,pare,0
644,mundo,0
645,bajo,0
646,version,0
647,mejorada,0
648,viral,0
649,pasajero,0
650,ryanair,0
651,enfadado,0
652,sale,0
653,puerta,0
654,emergencia,0
655,avion,0
656,cansado,0
657,esperar,0
658,intento,0
659,b,0
660,pueden,-1
661,ayudarme,-1
662,maleta,-1
663,perdida,-1
664,iberia,-1
665,favor,-1
666,hacen,-1
667,buscarla,-1
668,telefono,-1
669,reclamacion,-1
670,llega,0
671,primer,0
672,duelodemarcas,0
673,marketingdirecto,0
674,ryanair,0
675,vs,0
676,easyjet,0
677,ganara,0
678,opcion,0
679,puede,0
680,hacer,0
681,mediante,0
682,tarjeta,0
683,credito,0
684,debito,0
685,llamando,0
686,numero,0
687,facilitaron,0
688,doy,-1
689,rt,-1
690,parece,-1
691,cuarta,-1
692,exigan,-1
693,rt,-1
694,hacer,-1
695,teneis,-1
696,suerte,-1
697,ser,-1
698,unicos,-1
699,practicamente,-1
700,volais,-1
701,melilla,-1
702,maleta,-1
703,llegado,-1
704,dias,-1
705,tarde,-1
706,grande,1
707,supergex,1
708,mejor,1
709,presentacion,1
710,visto,1
711,vuelos,1
712,realizada,1
713,hoy,1
714,ib,1
715,x,1
716,comandante,1
717,f,1
718,sanz,1
719,felicidades,1
720,hecho,0
721,solo,0
722,hecho,0
723,pregunta,0
724,explicado,0
725,mensaje,0
726,asinomas,-1
727,pilotos,-1
728,amenazan,-1
729,nuevas,-1
730,protestas,-1
731,ryanair,-1
732,europa,-1
733,resulta,0
734,dificil,0
735,creer,0
736,tipo,0
737,babia,0
738,respecto,0
739,diseno,0
740,cia,0
741,iberia,0
742,ejecutado,0
743,puente,-1
744,aereo,-1
745,am,-1
746,aqui,-1
747,seguimos,-1
748,enganchados,-1
749,finger,-1
750,pueden,-1
751,hacer,-1
752,trabajo,-1
753,vol,-1
754,volado,-1
755,cn,-1
756,companiaexperiencia,-1
757,unica,-1
758,xasus,-1
759,pasajerosse,-1
760,l,-1
761,recomiendo,-1
762,xa,-1
763,qtomen,-1
764,note,-1
765,empi,-1
766,noviembre,0
767,envie,0
768,documentos,0
769,mail,0
770,confirme,0
771,recibidos,0
772,peor,-1
773,asunto,-1
774,q,-1
775,miente,-1
776,dia,-1
777,dicen,-1
778,q,-1
779,llego,-1
780,londres,-1
781,q,-1
782,todavia,-1
783,madrid,-1
784,crei,-1
785,q,-1
786,mas,-1
787,confiables,-1
788,representante,0
789,iberia,0
790,anuncia,0
791,llegada,0
792,nicaragua,0
793,reunion,0
794,representantes,0
795,gobierno,0
796,secto,0
797,viajar,-1
798,ryanair,-1
799,seria,-1
800,aerolinea,-1
801,cualquiera,-1
802,si,-1
803,plastas,-1
804,ventas,-1
805,bordo,-1
806,altavoz,-1
807,taco,-1
808,llego,-1
809,santo,-1
810,domingo,-1
811,espero,-1
812,mas,-1
813,hora,-1
814,maletas,-1
815,resulta,-1
816,escala,-1
817,primero,0
818,ano,0
819,london,0
820,si,-1
821,siguen,-1
822,mirando,-1
823,historial,-1
824,tambien,-1
825,contacte,-1
826,hace,-1
827,meses,-1
828,preguntando,-1
829,robaron,-1
830,nunca,-1
831,contestarona,-1
832,contrateis,0
833,dan,0
834,servicio,0
835,atencion,0
836,cliente,0
837,pesimo,0
838,aqui,-1
839,seguimos,-1
840,seguimos,-1
841,esperando,-1
842,va,-1
843,manifestarse,-1
844,alguien,-1
845,hola,0
846,puedo,0
847,transportar,0
848,nutella,0
849,equipaje,0
850,viajo,0
851,iberia,0
852,gracias,0
853,hola,0
854,hacer,0
855,cin,0
856,app,0
857,manda,0
858,email,0
859,tarjeta,0
860,formato,0
861,wallet,0
862,pass,0
863,pass,0
864,book,0
865,par,0
866,aerolineaslowcost,-1
867,estara,-1
868,llegando,-1
869,demasiado,-1
870,lejos,-1
871,personal,-1
872,tierra,-1
873,ryanair,-1
874,espana,-1
875,convoca,-1
876,huelga,-1
877,diciembre,-1
878,podeis,-1
879,creer,-1
880,pago,-1
881,vuelo,-1
882,iberia,-1
883,sentarme,-1
884,unico,-1
885,asiento,-1
886,roto,-1
887,impresionante,-1
888,mierda,-1
889,puede,-1
890,ser,-1
891,veces,-1
892,viajar,-1
893,iberia,-1
894,cojo,-1
895,avion,-1
896,tiempo,-1
897,reserva,-1
898,asiento,-1
899,ll,-1
900,creo,-1
901,dejaron,-1
902,queriendo,-1
903,duenos,-1
904,ryanair,-1
905,metan,-1
906,culo,-1
907,merecer,-1
908,merecenme,-1
909,da,-1
910,iberia,1
911,expandira,1
912,verano,1
913,frecuencia,1
914,vuelos,1
915,puertorico,1
916,septiembre,-1
917,inaugura,-1
918,linea,-1
919,aerea,-1
920,madridbarcelona,-1
921,felices,-1
922,anos,-1
923,volando,-1
924,mas,-1
925,chrome,-1
926,ultimas,-1
927,versiones,-1
928,firefox,-1
929,safari,-1
930,mac,-1
931,web,-1
932,principal,-1
933,inicia,-1
934,sesion,-1
935,despues,-1
936,si,-1
937,responden,-1
938,demandao,-1
939,level,-1
940,peor,-1
941,porqueria,-1
942,iberia,-1
943,hace,-1
944,cargo,-1
945,hola,0
946,puedo,0
947,sumar,0
948,km,0
949,vuelos,0
950,iberia,0
951,pagina,0
952,permite,0
953,adresse,0
954,pendientes,0
955,puedo,-1
956,viajar,-1
957,vuelta,-1
958,avisando,-1
959,puedo,-1
960,volar,-1
961,ida,-1
962,alguna,-1
963,solucion,-1
964,genera,-1
965,cero,-1
966,perjuicios,-1
967,gracias,-1
968,asi,-1
969,agradece,-1
970,iberia,-1
971,tripulantes,-1
972,vuelen,-1
973,dia,-1
974,navidad,-1
975,alejados,-1
976,familias,-1
977,triste,-1
978,paquetito,-1
979,ryanair,1
980,analizara,1
981,consell,1
982,ayudas,1
983,firmas,1
984,preve,1
985,crecer,1
986,valencia,1
987,via,1
988,loginewses,-1
989,iberia,-1
990,lanza,-1
991,nueva,-1
992,ruta,-1
993,managua,-1
994,octubre,-1
995,hola,-1
996,iberia,-1
997,justo,-1
998,corte,-1
999,vuelos,-1
1000,barcelona,-1
1001,mmmm,-1
1002,gracias,-1
1003,maravillosa,-1
1004,organizacion,-1
1005,media,-1
1006,hora,-1
1007,espera,-1
1008,maletas,-1
1009,aqui,-1
1010,segu,-1
1011,comun,-1
1012,jamas,-1
1013,elegir,-1
1014,iberia,-1
1015,viaje,-1
1016,verdad,-1
1017,sinverguenzas,-1
1018,timadores,-1
1019,caraduras,-1
1020,gana,-1
1021,nadie,-1
1022,felicito,1
1023,jose,1
1024,facil,1
1025,solucion,1
1026,pagas,1
1027,mas,1
1028,vuela,1
1029,compania,1
1030,m,1
1031,asi,-1
1032,proximidad,-1
1033,teclado,-1
1034,eh,-1
1035,si,-1
1036,animalistas,-1
1037,hariais,-1
1038,mas,-1
1039,rt,-1
1040,si,-1
1041,pasajeros,-1
1042,vuelo,-1
1043,hoy,-1
1044,comunican,-1
1045,dos,-1
1046,tarde,-1
1047,opcion,-1
1048,volar,-1
1049,dia,-1
1050,manana,-1
1051,criticamos,0
1052,luego,0
1053,volamos,0
1054,low,0
1055,costdudo,0
1056,piloto,0
1057,tripulacion,0
1058,si,1
1059,si,1
1060,verdad,1
1061,megustavolar,1
1062,megustavolariberia,1
1063,pues,-1
1064,respuesta,-1
1065,lavais,-1
1066,manos,-1
1067,cliente,-1
1068,den,-1
1069,iberi,-1
1070,hecho,-1
1071,tres,-1
1072,veces,-1
1073,enviando,-1
1074,correo,-1
1075,direccion,-1
1076,indicada,-1
1077,oexvy,-1
1078,nunca,-1
1079,obtuve,-1
1080,resp,-1
1081,pregunto,-1
1082,si,-1
1083,alguien,-1
1084,iberia,-1
1085,air,-1
1086,canada,-1
1087,estaran,-1
1088,buscando,-1
1089,maleta,-1
1090,estaran,-1
1091,tranquilamente,-1
1092,preparandose,-1
1093,nochevieja,-1
1094,queria,0
1095,saber,0
1096,si,0
1097,verdad,0
1098,ib,0
1099,hace,0
1100,escala,0
1101,sdq,0
1102,llegar,0
1103,ccs,0
1104,compre,0
1105,vuelo,0
1106,madrid,0
1107,viernes,0
1108,h,0
1109,sale,0
1110,ida,0
1111,vuelta,0
1112,llamen,-1
1113,cgt,-1
1114,cualquiera,-1
1115,veces,-1
1116,pasado,-1
1117,incluso,-1
1118,reservar,-1
1119,agencia,-1
1120,logitravel,-1
1121,cancelaron,-1
1122,viaje,-1
1123,podian,-1
1124,coger,-1
1125,tarifa,-1
1126,dan,-1
1127,ideas,-1
1128,volaris,-1
1129,vivaaerobus,-1
1130,calafia,-1
1131,senores,-1
1132,intenten,-1
1133,entender,-1
1134,motivo,-1
1135,reclamacion,-1
1136,emitir,-1
1137,respuestas,-1
1138,estandar,-1
1139,debo,-1
1140,pagar,-1
1141,ahora,0
1142,ademas,0
1143,sacado,0
1144,movida,0
1145,level,0
1146,asi,0
1147,igual,0
1148,q,-1
1149,servicio,-1
1150,esencial,-1
1151,ahora,-1
1152,adelante,-1
1153,cualquier,-1
1154,paro,-1
1155,sera,-1
1156,calificado,-1
1157,asi,-1
1158,acabo,-1
1159,derec,-1
1160,espero,-1
1161,resuelva,-1
1162,tema,-1
1163,cuanto,-1
1164,gracias,-1
1165,puedo,-1
1166,volver,-1
1167,asientos,-1
1168,gratis,-1
1169,parece,-1
1170,lleno,-1
1171,avion,-1
1172,ibamos,-1
1173,coger,-1
1174,est,-1
1175,holaargentina,0
1176,quiero,0
1177,viajar,0
1178,tampoco,-1
1179,cuenta,-1
1180,asignarte,-1
1181,asiento,-1
1182,preferencias,-1
1183,viajero,-1
1184,pues,-1
1185,momento,-1
1186,siguen,-1
1187,aparecer,-1
1188,articulos,-1
1189,necesito,-1
1190,asi,-1
1191,si,-1
1192,manana,-1
1193,buscare,-1
1194,car,-1
1195,podium,0
1196,podcast,0
1197,iberia,0
1198,alian,0
1199,ficcion,0
1200,sonora,0
1201,aerolinea,0
1202,momentos,0
1203,propio,0
1204,montaje,0
1205,jajajajaj,0
1206,fraude,-1
1207,denuncian,-1
1208,ryanair,-1
1209,fraude,-1
1210,ley,-1
1211,casa,-1
1212,dato,0
1213,canteranos,0
1214,pasaron,0
1215,mal,0
1216,jugaron,0
1217,cobresal,0
1218,iberia,0
1219,copa,0
1220,chiledebe,0
1221,venir,0
1222,avios,-1
1223,cara,-1
1224,cemento,-1
1225,armado,-1
1226,ryanair,1
1227,busca,1
1228,convertirse,1
1229,amazon,1
1230,viajes,1
1231,oficinas,1
1232,madrid,1
1233,ryanair,1
1234,inaugurado,1
1235,parece,-1
1236,mal,-1
1237,q,-1
1238,servicio,-1
1239,atencion,-1
1240,cliente,-1
1241,respeto,-1
1242,reclamaciones,-1
1243,gestionando,-1
1244,tan,-1
1245,lent,-1
1246,call,-1
1247,center,-1
1248,atiende,-1
1249,nadie,-1
1250,canse,-1
1251,llamar,-1
1252,necesito,-1
1253,q,-1
1254,contacten,-1
1255,conmigo,-1
1256,solucionar,-1
1257,problema,-1
1258,primer,-1
1259,duelodemarcas,-1
1260,ryanair,-1
1261,vs,-1
1262,easyjet,-1
1263,via,-1
1264,pues,-1
1265,reclame,-1
1266,dano,-1
1267,equipaje,-1
1268,hicieron,-1
1269,caso,-1
1270,rellenar,-1
1271,formula,-1
1272,dias,-1
1273,darte,-1
1274,respuesta,-1
1275,dinero,-1
1276,deberian,-1
1277,haberte,-1
1278,quitado,-1
1279,cobrar,-1
1280,hola,-1
1281,problema,-1
1282,tecnicos,-1
1283,ocurre,-1
1284,retraso,-1
1285,hora,-1
1286,stanstead,-1
1287,novio,-1
1288,llega,-1
1289,conexion,-1
1290,cansado,-1
1291,esperar,-1
1292,pasajero,-1
1293,sale,-1
1294,sienta,-1
1295,ala,-1
1296,avion,-1
1297,unas,1
1298,galletas,1
1299,palencia,1
1300,acompanar,1
1301,aguilardecampoo,1
1302,estan,0
1303,regalando,0
1304,billetes,0
1305,avion,0
1306,pasa,0
1307,historias,0
1308,intagram,0
1309,billetes,0
1310,ryanair,0
1311,gente,1
1312,obesa,1
1313,hace,1
1314,dieta,1
1315,salvarse,1
1316,vida,1
1317,obviamente,1
1318,haran,1
1319,pasajeros,1
1320,fin,0
1321,semana,0
1322,pasa,0
1323,aniversarioiberia,0
1324,vuelo,-1
1325,asturias,-1
1326,madrid,-1
1327,dejan,-1
1328,subir,-1
1329,equiaje,-1
1330,mano,-1
1331,viajeros,-1
1332,madrid,-1
1333,iberia,-1
1334,ocu,-1
1335,felizjueves,-1
1336,sinverguenzas,-1
1337,toca,-1
1338,volar,-1
1339,ryanair,-1
1340,otgala,-1
1341,famoso,-1
1342,desastres,-1
1343,servicioalcliente,-1
1344,caso,-1
1345,hizo,-1
1346,perder,-1
1347,importante,-1
1348,conferencia,-1
1349,can,-1
1350,super,1
1351,utile,1
1352,ryanair,1
1353,viaggiare,1
1354,meetworld,1
1355,despues,-1
1356,minutos,-1
1357,espera,-1
1358,iberia,-1
1359,digan,-1
1360,soluciona,-1
1361,problema,-1
1362,precio,-1
1363,si,1
1364,super,1
1365,puntual,1
1366,quieres,-1
1367,envie,-1
1368,mensaje,-1
1369,directo,-1
1370,intentando,-1
1371,comprar,-1
1372,billetes,-1
1373,llevo,-1
1374,horas,-1
1375,esperando,-1
1376,respue,-1
1377,vuelo,0
1378,madridlondres,0
1379,gracias,0
1380,feliz,1
1381,ano,1
1382,nuevo,1
1383,iberia,1
1384,acuerdo,0
1385,debian,0
1386,tener,0
1387,calculo,0
1388,co,0
1389,tarifa,0
1390,low,0
1391,cost,0
1392,supuesto,0
1393,funciona,-1
1394,tema,-1
1395,equipaje,-1
1396,perdido,-1
1397,sorprende,-1
1398,prioridad,-1
1399,caso,-1
1400,sirva,-1
1401,na,-1
1402,muchas,1
1403,felicidades,1
1404,seguir,1
1405,volando,1
1406,alto,1
1407,verguenza,-1
1408,hacer,-1
1409,check,-1
1410,in,-1
1411,online,-1
1412,pais,-1
1413,destino,-1
1414,xq,-1
1415,web,-1
1416,funciona,-1
1417,gracias,-1
1418,x,-1
1419,corregir,-1
1420,maravillosa,-1
1421,aventura,-1
1422,viajar,-1
1423,avion,-1
1424,bici,-1
1425,capitulo,-1
1426,sacar,0
1427,ryanair,0
1428,ofertas,0
1429,vuelos,0
1430,poner,0
1431,nunca,0
1432,malaga,0
1433,aeropuerto,0
1434,salida,0
1435,si,0
1436,poblachos,0
1437,valladolid,0
1438,vigo,0
1439,risa,0
1440,hola,0
1441,cambiado,0
1442,fecha,0
1443,billete,0
1444,principio,0
1445,problema,0
1446,nuevos,0
1447,billetes,0
1448,c,0
1449,duda,0
1450,exceptuando,0
1451,personas,0
1452,mayores,0
1453,gente,0
1454,hijos,0
1455,pequenos,0
1456,gente,0
1457,paga,0
1458,priority,0
1459,ryanair,0
1460,hablando,0
1461,minutos,-1
1462,nuevo,-1
1463,espera,-1
1464,siempre,-1
1465,viaje,-1
1466,iberiaahora,-1
1467,profundo,-1
1468,dolor,-1
1469,puedo,-1
1470,viajar,-1
1471,espana,-1
1472,altos,-1
1473,costos,-1
1474,pasajetragico,-1
1475,desamparo,-1
1476,conseguire,1
1477,hazana,1
1478,volar,1
1479,tenerife,1
1480,sur,1
1481,ryanair,1
1482,encontrarme,1
1483,nadie,1
1484,vacilar,-1
1485,toda,-1
1486,pinta,-1
1487,ser,-1
1488,vueling,-1
1489,ayudanos,-1
1490,recuperar,-1
1491,equipaje,-1
1492,olvidaron,-1
1493,madrid,-1
1494,dado,-1
1495,mayor,-1
1496,informacion,-1
1497,polemica,-1
1498,servida,-1
1499,buen,-1
1500,dia,-1
1501,seguimos,-1
1502,esperando,-1
1503,devuelvan,-1
1504,valija,-1
1505,perdieron,-1
1506,sabado,-1
1507,vuelo,-1
1508,ib,-1
1509,recuerdos,-1
1510,viaje,-1
1511,podian,-1
1512,dar,-1
1513,comerciales,-1
1514,q,-1
1515,venden,-1
1516,distintos,-1
1517,puntos,-1
1518,venta,-1
1519,iban,-1
1520,vuelos,-1
1521,regulares,-1
1522,ejem,-1
1523,regulares,-1
1524,ejem,-1
1525,ryr,-1
1526,buena,-1
1527,aceptacion,-1
1528,po,-1
1529,iberia,-1
1530,va,-1
1531,ser,-1
1532,mismo,-1
1533,ano,-1
1534,viene,-1
1535,aviones,-1
1536,gastan,-1
1537,combustible,-1
1538,stop,-1
1539,calefaccion,-1
1540,infierno,-1
1541,ryanair,-1
1542,att,-1
1543,cliente,-1
1544,favor,-1
1545,eficacia,-1
1546,merci,-1
1547,pues,1
1548,ryanair,1
1549,parece,1
1550,sigue,1
1551,comprando,1
1552,aviones,1
1553,ahora,1
1554,nuevisimo,1
1555,ademas,-1
1556,aqui,-1
1557,mostrador,-1
1558,nadie,-1
1559,ayude,-1
1560,pueda,-1
1561,dar,-1
1562,idea,-1
1563,q,-1
1564,q,0
1565,tal,0
1566,queria,0
1567,saber,0
1568,si,0
1569,alcomprar,0
1570,billete,0
1571,clase,0
1572,turista,0
